"wavenumber","sample","absorbance"
3662.64,"Polystyrene",0.06239203
3662.64,"Polyethylene",0.001927096
3662.64,"Sample: Shopping bag",0.05958224
3663.123,"EPDM",0.1184695
3663.123,"Polystyrene",0.06239065
3663.123,"Polyethylene",0.001940872
3663.123,"Sample: Shopping bag",0.05955859
3663.605,"EPDM",0.1179226
3663.605,"Polystyrene",0.06238195
3663.605,"Polyethylene",0.001951026
3663.605,"Sample: Shopping bag",0.05955761
3664.087,"EPDM",0.1175974
3664.087,"Polystyrene",0.0623692
3664.087,"Polyethylene",0.001950908
3664.087,"Sample: Shopping bag",0.05958007
3664.569,"EPDM",0.1174738
3664.569,"Polystyrene",0.06235493
3664.569,"Polyethylene",0.001939308
3664.569,"Sample: Shopping bag",0.05962836
3665.051,"EPDM",0.1175278
3665.051,"Polystyrene",0.06234419
3665.051,"Polyethylene",0.001919845
3665.051,"Sample: Shopping bag",0.05970467
3665.533,"EPDM",0.1177315
3665.533,"Polystyrene",0.06234115
3665.533,"Polyethylene",0.001901226
3665.533,"Sample: Shopping bag",0.05980647
3666.015,"EPDM",0.1180486
3666.015,"Polystyrene",0.06234733
3666.015,"Polyethylene",0.001892639
3666.015,"Sample: Shopping bag",0.05992444
3666.497,"EPDM",0.1184357
3666.497,"Polystyrene",0.06235881
3666.497,"Polyethylene",0.001900978
3666.497,"Sample: Shopping bag",0.06004471
3666.979,"EPDM",0.1188644
3666.979,"Polystyrene",0.06237169
3666.979,"Polyethylene",0.001929159
3666.979,"Sample: Shopping bag",0.06015356
3667.462,"EPDM",0.1193414
3667.462,"Polystyrene",0.06237749
3667.462,"Polyethylene",0.001977549
3667.462,"Sample: Shopping bag",0.06024136
3667.944,"EPDM",0.1199413
3667.944,"Polystyrene",0.06237052
3667.944,"Polyethylene",0.002042774
3667.944,"Sample: Shopping bag",0.06030834
3668.426,"EPDM",0.1208102
3668.426,"Polystyrene",0.0623461
3668.426,"Polyethylene",0.002122057
3668.426,"Sample: Shopping bag",0.06036524
3668.908,"EPDM",0.122161
3668.908,"Polystyrene",0.062305
3668.908,"Polyethylene",0.002212497
3668.908,"Sample: Shopping bag",0.06043025
3669.39,"EPDM",0.1242419
3669.39,"Polystyrene",0.06225326
3669.39,"Polyethylene",0.002314591
3669.39,"Sample: Shopping bag",0.06053051
3669.872,"EPDM",0.1272956
3669.872,"Polystyrene",0.06220403
3669.872,"Polyethylene",0.002429673
3669.872,"Sample: Shopping bag",0.06070444
3670.354,"EPDM",0.1315208
3670.354,"Polystyrene",0.06217376
3670.354,"Polyethylene",0.002561144
3670.354,"Sample: Shopping bag",0.06099959
3670.836,"EPDM",0.1370524
3670.836,"Polystyrene",0.06218066
3670.836,"Polyethylene",0.002710469
3670.836,"Sample: Shopping bag",0.06146288
3671.319,"EPDM",0.1439594
3671.319,"Polystyrene",0.06223538
3671.319,"Polyethylene",0.002880685
3671.319,"Sample: Shopping bag",0.06211472
3671.801,"EPDM",0.1522655
3671.801,"Polystyrene",0.06233793
3671.801,"Polyethylene",0.003072055
3671.801,"Sample: Shopping bag",0.06294188
3672.283,"EPDM",0.161938
3672.283,"Polystyrene",0.06247783
3672.283,"Polyethylene",0.003288106
3672.283,"Sample: Shopping bag",0.06389961
3672.765,"EPDM",0.1728408
3672.765,"Polystyrene",0.06264284
3672.765,"Polyethylene",0.003527768
3672.765,"Sample: Shopping bag",0.06493308
3673.247,"EPDM",0.1846249
3673.247,"Polystyrene",0.06281551
3673.247,"Polyethylene",0.003787179
3673.247,"Sample: Shopping bag",0.06597839
3673.729,"EPDM",0.1966265
3673.729,"Polystyrene",0.06298469
3673.729,"Polyethylene",0.004050583
3673.729,"Sample: Shopping bag",0.06696371
3674.211,"EPDM",0.2078133
3674.211,"Polystyrene",0.06313303
3674.211,"Polyethylene",0.00429395
3674.211,"Sample: Shopping bag",0.0677855
3674.693,"EPDM",0.2168739
3674.693,"Polystyrene",0.06324557
3674.693,"Polyethylene",0.004482298
3674.693,"Sample: Shopping bag",0.06831776
3675.176,"EPDM",0.2224504
3675.176,"Polystyrene",0.06330898
3675.176,"Polyethylene",0.00458244
3675.176,"Sample: Shopping bag",0.06844519
3675.657,"EPDM",0.2234651
3675.657,"Polystyrene",0.06332387
3675.657,"Polyethylene",0.004567239
3675.657,"Sample: Shopping bag",0.06811986
3676.14,"EPDM",0.2194152
3676.14,"Polystyrene",0.06330125
3676.14,"Polyethylene",0.004426699
3676.14,"Sample: Shopping bag",0.06737937
3676.622,"EPDM",0.2105502
3676.622,"Polystyrene",0.06325987
3676.622,"Polyethylene",0.004167241
3676.622,"Sample: Shopping bag",0.06632585
3677.104,"EPDM",0.197863
3677.104,"Polystyrene",0.06320986
3677.104,"Polyethylene",0.003815707
3677.104,"Sample: Shopping bag",0.06507871
3677.586,"EPDM",0.1828942
3677.586,"Polystyrene",0.06315781
3677.586,"Polyethylene",0.003412561
3677.586,"Sample: Shopping bag",0.06375805
3678.068,"EPDM",0.16739
3678.068,"Polystyrene",0.06310205
3678.068,"Polyethylene",0.003006862
3678.068,"Sample: Shopping bag",0.06247234
3678.55,"EPDM",0.1529391
3678.55,"Polystyrene",0.06304186
3678.55,"Polyethylene",0.002642191
3678.55,"Sample: Shopping bag",0.06131374
3679.032,"EPDM",0.1406869
3679.032,"Polystyrene",0.06297722
3679.032,"Polyethylene",0.002349851
3679.032,"Sample: Shopping bag",0.06035102
3679.514,"EPDM",0.1311995
3679.514,"Polystyrene",0.06290925
3679.514,"Polyethylene",0.002142937
3679.514,"Sample: Shopping bag",0.05961704
3679.997,"EPDM",0.1244822
3679.997,"Polystyrene",0.06283759
3679.997,"Polyethylene",0.002016598
3679.997,"Sample: Shopping bag",0.05910739
3680.479,"EPDM",0.1201252
3680.479,"Polystyrene",0.06276592
3680.479,"Polyethylene",0.001952511
3680.479,"Sample: Shopping bag",0.05879071
3680.961,"EPDM",0.1175094
3680.961,"Polystyrene",0.06269664
3680.961,"Polyethylene",0.001925926
3680.961,"Sample: Shopping bag",0.05861723
3681.443,"EPDM",0.11601
3681.443,"Polystyrene",0.06263622
3681.443,"Polyethylene",0.001911965
3681.443,"Sample: Shopping bag",0.05853925
3681.925,"EPDM",0.1151329
3681.925,"Polystyrene",0.06258974
3681.925,"Polyethylene",0.001894113
3681.925,"Sample: Shopping bag",0.05851932
3682.407,"EPDM",0.1145649
3682.407,"Polystyrene",0.06256494
3682.407,"Polyethylene",0.001860711
3682.407,"Sample: Shopping bag",0.05853344
3682.889,"EPDM",0.1141491
3682.889,"Polystyrene",0.0625687
3682.889,"Polyethylene",0.00181005
3682.889,"Sample: Shopping bag",0.05857212
3683.371,"EPDM",0.1138115
3683.371,"Polystyrene",0.06260253
3683.371,"Polyethylene",0.001743589
3683.371,"Sample: Shopping bag",0.05862397
3683.854,"EPDM",0.1134974
3683.854,"Polystyrene",0.06266212
3683.854,"Polyethylene",0.001668367
3683.854,"Sample: Shopping bag",0.05867228
3684.336,"EPDM",0.1131411
3684.336,"Polystyrene",0.06273812
3684.336,"Polyethylene",0.001589724
3684.336,"Sample: Shopping bag",0.05869377
3684.818,"EPDM",0.1126668
3684.818,"Polystyrene",0.06281566
3684.818,"Polyethylene",0.001512768
3684.818,"Sample: Shopping bag",0.05866358
3685.3,"EPDM",0.1120227
3685.3,"Polystyrene",0.06288356
3685.3,"Polyethylene",0.001442113
3685.3,"Sample: Shopping bag",0.05856752
3685.782,"EPDM",0.111208
3685.782,"Polystyrene",0.0629332
3685.782,"Polyethylene",0.001381289
3685.782,"Sample: Shopping bag",0.05841405
3686.264,"EPDM",0.110283
3686.264,"Polystyrene",0.06296557
3686.264,"Polyethylene",0.001333334
3686.264,"Sample: Shopping bag",0.05823688
3686.746,"EPDM",0.1093522
3686.746,"Polystyrene",0.06298893
3686.746,"Polyethylene",0.001301533
3686.746,"Sample: Shopping bag",0.05808615
3687.228,"EPDM",0.1085306
3687.228,"Polystyrene",0.06301419
3687.228,"Polyethylene",0.001288812
3687.228,"Sample: Shopping bag",0.05801102
3687.71,"EPDM",0.1079116
3687.71,"Polystyrene",0.06305281
3687.71,"Polyethylene",0.001300889
3687.71,"Sample: Shopping bag",0.05804483
3688.193,"EPDM",0.1075484
3688.193,"Polystyrene",0.06311049
3688.193,"Polyethylene",0.001339116
3688.193,"Sample: Shopping bag",0.05819409
3688.675,"EPDM",0.1074504
3688.675,"Polystyrene",0.06318779
3688.675,"Polyethylene",0.001405934
3688.675,"Sample: Shopping bag",0.05844786
3689.157,"EPDM",0.1075875
3689.157,"Polystyrene",0.06328022
3689.157,"Polyethylene",0.001497708
3689.157,"Sample: Shopping bag",0.05877425
3689.639,"EPDM",0.1079021
3689.639,"Polystyrene",0.0633751
3689.639,"Polyethylene",0.001605818
3689.639,"Sample: Shopping bag",0.0591306
3690.121,"EPDM",0.1083271
3690.121,"Polystyrene",0.06345983
3690.121,"Polyethylene",0.001716637
3690.121,"Sample: Shopping bag",0.05947062
3690.603,"EPDM",0.1087961
3690.603,"Polystyrene",0.06351901
3690.603,"Polyethylene",0.001813375
3690.603,"Sample: Shopping bag",0.05975101
3691.085,"EPDM",0.1092583
3691.085,"Polystyrene",0.06354576
3691.085,"Polyethylene",0.001882389
3691.085,"Sample: Shopping bag",0.05994835
3691.567,"EPDM",0.1096725
3691.567,"Polystyrene",0.06353522
3691.567,"Polyethylene",0.001915501
3691.567,"Sample: Shopping bag",0.06005866
3692.05,"EPDM",0.1100183
3692.05,"Polystyrene",0.06349541
3692.05,"Polyethylene",0.001913311
3692.05,"Sample: Shopping bag",0.06010435
3692.532,"EPDM",0.1102835
3692.532,"Polystyrene",0.06343433
3692.532,"Polyethylene",0.001885056
3692.532,"Sample: Shopping bag",0.06011321
3693.014,"EPDM",0.1104723
3693.014,"Polystyrene",0.06336509
3693.014,"Polyethylene",0.00184413
3693.014,"Sample: Shopping bag",0.0601175
3693.496,"EPDM",0.1105971
3693.496,"Polystyrene",0.06329532
3693.496,"Polyethylene",0.001808188
3693.496,"Sample: Shopping bag",0.0601345
3693.978,"EPDM",0.1106785
3693.978,"Polystyrene",0.06323369
3693.978,"Polyethylene",0.001787586
3693.978,"Sample: Shopping bag",0.06017132
3694.46,"EPDM",0.1107355
3694.46,"Polystyrene",0.06318299
3694.46,"Polyethylene",0.001787083
3694.46,"Sample: Shopping bag",0.06022252
3694.942,"EPDM",0.1107817
3694.942,"Polystyrene",0.06314678
3694.942,"Polyethylene",0.001802301
3694.942,"Sample: Shopping bag",0.06027867
3695.424,"EPDM",0.110819
3695.424,"Polystyrene",0.06312472
3695.424,"Polyethylene",0.001824102
3695.424,"Sample: Shopping bag",0.06032849
3695.906,"EPDM",0.110845
3695.906,"Polystyrene",0.06311652
3695.906,"Polyethylene",0.001840183
3695.906,"Sample: Shopping bag",0.06036587
3696.389,"EPDM",0.1108515
3696.389,"Polystyrene",0.06312093
3696.389,"Polyethylene",0.001843221
3696.389,"Sample: Shopping bag",0.06038862
3696.871,"EPDM",0.1108334
3696.871,"Polystyrene",0.06313502
3696.871,"Polyethylene",0.001830168
3696.871,"Sample: Shopping bag",0.06040057
3697.353,"EPDM",0.1107843
3697.353,"Polystyrene",0.06315281
3697.353,"Polyethylene",0.001806136
3697.353,"Sample: Shopping bag",0.06040793
3697.835,"EPDM",0.1107008
3697.835,"Polystyrene",0.06316806
3697.835,"Polyethylene",0.00178027
3697.835,"Sample: Shopping bag",0.0604167
3698.317,"EPDM",0.1105743
3698.317,"Polystyrene",0.06317413
3698.317,"Polyethylene",0.001761715
3698.317,"Sample: Shopping bag",0.06043451
3698.799,"EPDM",0.1103969
3698.799,"Polystyrene",0.06316656
3698.799,"Polyethylene",0.001756941
3698.799,"Sample: Shopping bag",0.06046579
3699.281,"EPDM",0.1101629
3699.281,"Polystyrene",0.06314394
3699.281,"Polyethylene",0.001768757
3699.281,"Sample: Shopping bag",0.06051275
3699.763,"EPDM",0.1098757
3699.763,"Polystyrene",0.06310907
3699.763,"Polyethylene",0.00179009
3699.763,"Sample: Shopping bag",0.06057486
3700.246,"EPDM",0.1095537
3700.246,"Polystyrene",0.0630649
3700.246,"Polyethylene",0.001812652
3700.246,"Sample: Shopping bag",0.06064057
3700.728,"EPDM",0.1092359
3700.728,"Polystyrene",0.06301954
3700.728,"Polyethylene",0.001826186
3700.728,"Sample: Shopping bag",0.06069901
3701.21,"EPDM",0.1089712
3701.21,"Polystyrene",0.062977
3701.21,"Polyethylene",0.001822881
3701.21,"Sample: Shopping bag",0.0607366
3701.692,"EPDM",0.1088084
3701.692,"Polystyrene",0.06294195
3701.692,"Polyethylene",0.00179687
3701.692,"Sample: Shopping bag",0.06074579
3702.174,"EPDM",0.1087775
3702.174,"Polystyrene",0.06291572
3702.174,"Polyethylene",0.001751071
3702.174,"Sample: Shopping bag",0.06072797
3702.656,"EPDM",0.1088778
3702.656,"Polystyrene",0.06289635
3702.656,"Polyethylene",0.001688293
3702.656,"Sample: Shopping bag",0.06069192
3703.138,"EPDM",0.1090789
3703.138,"Polystyrene",0.06288042
3703.138,"Polyethylene",0.001617684
3703.138,"Sample: Shopping bag",0.06065191
3703.62,"EPDM",0.1093277
3703.62,"Polystyrene",0.06286488
3703.62,"Polyethylene",0.001545352
3703.62,"Sample: Shopping bag",0.06061966
3704.103,"EPDM",0.1095675
3704.103,"Polystyrene",0.06284371
3704.103,"Polyethylene",0.001477401
3704.103,"Sample: Shopping bag",0.06060219
3704.584,"EPDM",0.1097544
3704.584,"Polystyrene",0.06281704
3704.584,"Polyethylene",0.001417252
3704.584,"Sample: Shopping bag",0.0606009
3705.067,"EPDM",0.109862
3705.067,"Polystyrene",0.06278475
3705.067,"Polyethylene",0.00136674
3705.067,"Sample: Shopping bag",0.06061287
3705.549,"EPDM",0.1098837
3705.549,"Polystyrene",0.06275168
3705.549,"Polyethylene",0.001323913
3705.549,"Sample: Shopping bag",0.06063109
3706.031,"EPDM",0.1098242
3706.031,"Polystyrene",0.06272193
3706.031,"Polyethylene",0.001288407
3706.031,"Sample: Shopping bag",0.06065096
3706.513,"EPDM",0.109691
3706.513,"Polystyrene",0.06270135
3706.513,"Polyethylene",0.00125656
3706.513,"Sample: Shopping bag",0.0606707
3706.995,"EPDM",0.1094874
3706.995,"Polystyrene",0.06269265
3706.995,"Polyethylene",0.001229225
3706.995,"Sample: Shopping bag",0.06069033
3707.477,"EPDM",0.1092132
3707.477,"Polystyrene",0.06269596
3707.477,"Polyethylene",0.001206161
3707.477,"Sample: Shopping bag",0.06071086
3707.959,"EPDM",0.1088714
3707.959,"Polystyrene",0.06270961
3707.959,"Polyethylene",0.001188959
3707.959,"Sample: Shopping bag",0.06073228
3708.441,"EPDM",0.1084712
3708.441,"Polystyrene",0.06272951
3708.441,"Polyethylene",0.001179456
3708.441,"Sample: Shopping bag",0.06074936
3708.924,"EPDM",0.1080317
3708.924,"Polystyrene",0.06274942
3708.924,"Polyethylene",0.001179976
3708.924,"Sample: Shopping bag",0.06075343
3709.406,"EPDM",0.1075849
3709.406,"Polystyrene",0.06276563
3709.406,"Polyethylene",0.001190154
3709.406,"Sample: Shopping bag",0.06073427
3709.888,"EPDM",0.1071671
3709.888,"Polystyrene",0.06277289
3709.888,"Polyethylene",0.001210487
3709.888,"Sample: Shopping bag",0.06068217
3710.37,"EPDM",0.1068158
3710.37,"Polystyrene",0.06276814
3710.37,"Polyethylene",0.001238287
3710.37,"Sample: Shopping bag",0.06059151
3710.852,"EPDM",0.106566
3710.852,"Polystyrene",0.06274932
3710.852,"Polyethylene",0.001271845
3710.852,"Sample: Shopping bag",0.06046444
3711.334,"EPDM",0.1064443
3711.334,"Polystyrene",0.06271643
3711.334,"Polyethylene",0.001306268
3711.334,"Sample: Shopping bag",0.06031093
3711.816,"EPDM",0.1064669
3711.816,"Polystyrene",0.06267177
3711.816,"Polyethylene",0.001338132
3711.816,"Sample: Shopping bag",0.06014832
3712.298,"EPDM",0.1066388
3712.298,"Polystyrene",0.06262325
3712.298,"Polyethylene",0.001363273
3712.298,"Sample: Shopping bag",0.06000037
3712.781,"EPDM",0.1069432
3712.781,"Polystyrene",0.06257525
3712.781,"Polyethylene",0.001376422
3712.781,"Sample: Shopping bag",0.0598838
3713.263,"EPDM",0.1073456
3713.263,"Polystyrene",0.06253605
3713.263,"Polyethylene",0.001374152
3713.263,"Sample: Shopping bag",0.0598082
3713.745,"EPDM",0.1077984
3713.745,"Polystyrene",0.0625113
3713.745,"Polyethylene",0.00135266
3713.745,"Sample: Shopping bag",0.05977217
3714.227,"EPDM",0.1082486
3714.227,"Polystyrene",0.06250419
3714.227,"Polyethylene",0.00131157
3714.227,"Sample: Shopping bag",0.05976652
3714.709,"EPDM",0.1086507
3714.709,"Polystyrene",0.06251512
3714.709,"Polyethylene",0.001255532
3714.709,"Sample: Shopping bag",0.05978373
3715.191,"EPDM",0.108976
3715.191,"Polystyrene",0.06254371
3715.191,"Polyethylene",0.001190173
3715.191,"Sample: Shopping bag",0.05982189
3715.673,"EPDM",0.1092163
3715.673,"Polystyrene",0.06258689
3715.673,"Polyethylene",0.00112872
3715.673,"Sample: Shopping bag",0.05988409
3716.155,"EPDM",0.1093824
3716.155,"Polystyrene",0.06264058
3716.155,"Polyethylene",0.001080605
3716.155,"Sample: Shopping bag",0.05997363
3716.637,"EPDM",0.1094958
3716.637,"Polystyrene",0.06269812
3716.637,"Polyethylene",0.001057469
3716.637,"Sample: Shopping bag",0.06008916
3717.12,"EPDM",0.1095804
3717.12,"Polystyrene",0.06275581
3717.12,"Polyethylene",0.001064346
3717.12,"Sample: Shopping bag",0.06022237
3717.602,"EPDM",0.109652
3717.602,"Polystyrene",0.06281018
3717.602,"Polyethylene",0.00110382
3717.602,"Sample: Shopping bag",0.06036111
3718.084,"EPDM",0.1097138
3718.084,"Polystyrene",0.06286071
3718.084,"Polyethylene",0.001170024
3718.084,"Sample: Shopping bag",0.06049581
3718.566,"EPDM",0.1097601
3718.566,"Polystyrene",0.06291088
3718.566,"Polyethylene",0.001256106
3718.566,"Sample: Shopping bag",0.0606239
3719.048,"EPDM",0.1097796
3719.048,"Polystyrene",0.06296375
3719.048,"Polyethylene",0.001349447
3719.048,"Sample: Shopping bag",0.06075063
3719.53,"EPDM",0.1097644
3719.53,"Polystyrene",0.06302279
3719.53,"Polyethylene",0.001440367
3719.53,"Sample: Shopping bag",0.06088494
3720.012,"EPDM",0.1097159
3720.012,"Polystyrene",0.06309043
3720.012,"Polyethylene",0.001517944
3720.012,"Sample: Shopping bag",0.06103375
3720.494,"EPDM",0.1096435
3720.494,"Polystyrene",0.06316283
3720.494,"Polyethylene",0.001575428
3720.494,"Sample: Shopping bag",0.06119504
3720.977,"EPDM",0.1095645
3720.977,"Polystyrene",0.06323782
3720.977,"Polyethylene",0.001609496
3720.977,"Sample: Shopping bag",0.06135894
3721.459,"EPDM",0.1094943
3721.459,"Polystyrene",0.06330872
3721.459,"Polyethylene",0.001619275
3721.459,"Sample: Shopping bag",0.0615092
3721.941,"EPDM",0.1094462
3721.941,"Polystyrene",0.06337245
3721.941,"Polyethylene",0.001608687
3721.941,"Sample: Shopping bag",0.06163425
3722.423,"EPDM",0.1094209
3722.423,"Polystyrene",0.06342606
3722.423,"Polyethylene",0.001584226
3722.423,"Sample: Shopping bag",0.06172951
3722.905,"EPDM",0.1094146
3722.905,"Polystyrene",0.06347174
3722.905,"Polyethylene",0.001553132
3722.905,"Sample: Shopping bag",0.06180414
3723.387,"EPDM",0.1094162
3723.387,"Polystyrene",0.06350896
3723.387,"Polyethylene",0.001523012
3723.387,"Sample: Shopping bag",0.06187021
3723.869,"EPDM",0.1094173
3723.869,"Polystyrene",0.06353951
3723.869,"Polyethylene",0.001499394
3723.869,"Sample: Shopping bag",0.06194116
3724.351,"EPDM",0.1094112
3724.351,"Polystyrene",0.06356058
3724.351,"Polyethylene",0.001486206
3724.351,"Sample: Shopping bag",0.06201958
3724.833,"EPDM",0.1094014
3724.833,"Polystyrene",0.06357021
3724.833,"Polyethylene",0.001482224
3724.833,"Sample: Shopping bag",0.06209737
3725.316,"EPDM",0.1093964
3725.316,"Polystyrene",0.06356471
3725.316,"Polyethylene",0.001483278
3725.316,"Sample: Shopping bag",0.06215634
3725.798,"EPDM",0.109411
3725.798,"Polystyrene",0.06354377
3725.798,"Polyethylene",0.001486175
3725.798,"Sample: Shopping bag",0.06217848
3726.28,"EPDM",0.1094591
3726.28,"Polystyrene",0.06350975
3726.28,"Polyethylene",0.001486614
3726.28,"Sample: Shopping bag",0.06215446
3726.762,"EPDM",0.1095492
3726.762,"Polystyrene",0.06347148
3726.762,"Polyethylene",0.001482509
3726.762,"Sample: Shopping bag",0.06208936
3727.244,"EPDM",0.1096742
3727.244,"Polystyrene",0.06343693
3727.244,"Polyethylene",0.001476189
3727.244,"Sample: Shopping bag",0.06199833
3727.726,"EPDM",0.1098106
3727.726,"Polystyrene",0.06341559
3727.726,"Polyethylene",0.001469993
3727.726,"Sample: Shopping bag",0.06190125
3728.208,"EPDM",0.1099164
3728.208,"Polystyrene",0.0634094
3728.208,"Polyethylene",0.001467604
3728.208,"Sample: Shopping bag",0.06180979
3728.69,"EPDM",0.1099465
3728.69,"Polystyrene",0.06341632
3728.69,"Polyethylene",0.00147173
3728.69,"Sample: Shopping bag",0.0617264
3729.173,"EPDM",0.1098635
3729.173,"Polystyrene",0.06343095
3729.173,"Polyethylene",0.001482744
3729.173,"Sample: Shopping bag",0.06164979
3729.655,"EPDM",0.109654
3729.655,"Polystyrene",0.06344865
3729.655,"Polyethylene",0.001496832
3729.655,"Sample: Shopping bag",0.06158304
3730.137,"EPDM",0.1093329
3730.137,"Polystyrene",0.06346508
3730.137,"Polyethylene",0.001510681
3730.137,"Sample: Shopping bag",0.06153592
3730.619,"EPDM",0.108945
3730.619,"Polystyrene",0.06348293
3730.619,"Polyethylene",0.001518626
3730.619,"Sample: Shopping bag",0.06152835
3731.101,"EPDM",0.1085515
3731.101,"Polystyrene",0.06350514
3731.101,"Polyethylene",0.001517595
3731.101,"Sample: Shopping bag",0.06157804
3731.583,"EPDM",0.1082116
3731.583,"Polystyrene",0.06353559
3731.583,"Polyethylene",0.001505248
3731.583,"Sample: Shopping bag",0.06169541
3732.065,"EPDM",0.1079625
3732.065,"Polystyrene",0.06357736
3732.065,"Polyethylene",0.001483174
3732.065,"Sample: Shopping bag",0.06187681
3732.547,"EPDM",0.1078054
3732.547,"Polystyrene",0.06362983
3732.547,"Polyethylene",0.001452359
3732.547,"Sample: Shopping bag",0.06210119
3733.03,"EPDM",0.107703
3733.03,"Polystyrene",0.06368861
3733.03,"Polyethylene",0.001417476
3733.03,"Sample: Shopping bag",0.06233247
3733.511,"EPDM",0.1075979
3733.511,"Polystyrene",0.0637452
3733.511,"Polyethylene",0.001379877
3733.511,"Sample: Shopping bag",0.06252719
3733.994,"EPDM",0.1074381
3733.994,"Polystyrene",0.06378806
3733.994,"Polyethylene",0.00134424
3733.994,"Sample: Shopping bag",0.06263982
3734.476,"EPDM",0.1072072
3734.476,"Polystyrene",0.06380969
3734.476,"Polyethylene",0.001311917
3734.476,"Sample: Shopping bag",0.06264058
3734.958,"EPDM",0.106936
3734.958,"Polystyrene",0.06380427
3734.958,"Polyethylene",0.001287344
3734.958,"Sample: Shopping bag",0.06251875
3735.44,"EPDM",0.1066989
3735.44,"Polystyrene",0.06377363
3735.44,"Polyethylene",0.001273846
3735.44,"Sample: Shopping bag",0.0622922
3735.922,"EPDM",0.1065827
3735.922,"Polystyrene",0.06372546
3735.922,"Polyethylene",0.001276109
3735.922,"Sample: Shopping bag",0.0620048
3736.404,"EPDM",0.1066516
3736.404,"Polystyrene",0.06367344
3736.404,"Polyethylene",0.001294509
3736.404,"Sample: Shopping bag",0.06171584
3736.886,"EPDM",0.1069154
3736.886,"Polystyrene",0.06362744
3736.886,"Polyethylene",0.001327938
3736.886,"Sample: Shopping bag",0.06147688
3737.368,"EPDM",0.1073296
3737.368,"Polystyrene",0.06359637
3737.368,"Polyethylene",0.001371359
3737.368,"Sample: Shopping bag",0.06131954
3737.851,"EPDM",0.1078109
3737.851,"Polystyrene",0.06357817
3737.851,"Polyethylene",0.001418979
3737.851,"Sample: Shopping bag",0.06124154
3738.333,"EPDM",0.1082762
3738.333,"Polystyrene",0.06356872
3738.333,"Polyethylene",0.001463042
3738.333,"Sample: Shopping bag",0.06122063
3738.815,"EPDM",0.1086584
3738.815,"Polystyrene",0.0635612
3738.815,"Polyethylene",0.001499966
3738.815,"Sample: Shopping bag",0.06122273
3739.297,"EPDM",0.1089172
3739.297,"Polystyrene",0.06355058
3739.297,"Polyethylene",0.001526545
3739.297,"Sample: Shopping bag",0.06121261
3739.779,"EPDM",0.1090244
3739.779,"Polystyrene",0.06353082
3739.779,"Polyethylene",0.001542281
3739.779,"Sample: Shopping bag",0.06115668
3740.261,"EPDM",0.1089497
3740.261,"Polystyrene",0.0634997
3740.261,"Polyethylene",0.00154643
3740.261,"Sample: Shopping bag",0.06102277
3740.743,"EPDM",0.1086544
3740.743,"Polystyrene",0.06345453
3740.743,"Polyethylene",0.001538249
3740.743,"Sample: Shopping bag",0.06078755
3741.225,"EPDM",0.1081024
3741.225,"Polystyrene",0.06339684
3741.225,"Polyethylene",0.001516622
3741.225,"Sample: Shopping bag",0.06044758
3741.708,"EPDM",0.1072814
3741.708,"Polystyrene",0.06332934
3741.708,"Polyethylene",0.001482899
3741.708,"Sample: Shopping bag",0.06003014
3742.19,"EPDM",0.1062359
3742.19,"Polystyrene",0.06326428
3742.19,"Polyethylene",0.001435847
3742.19,"Sample: Shopping bag",0.05959793
3742.672,"EPDM",0.1050687
3742.672,"Polystyrene",0.06321041
3742.672,"Polyethylene",0.001379036
3742.672,"Sample: Shopping bag",0.05922217
3743.154,"EPDM",0.1039354
3743.154,"Polystyrene",0.06317432
3743.154,"Polyethylene",0.001317279
3743.154,"Sample: Shopping bag",0.0589525
3743.636,"EPDM",0.1030146
3743.636,"Polystyrene",0.06315177
3743.636,"Polyethylene",0.001257236
3743.636,"Sample: Shopping bag",0.05878801
3744.118,"EPDM",0.1024837
3744.118,"Polystyrene",0.06313824
3744.118,"Polyethylene",0.001207422
3744.118,"Sample: Shopping bag",0.05870284
3744.6,"EPDM",0.102464
3744.6,"Polystyrene",0.06313385
3744.6,"Polyethylene",0.001179443
3744.6,"Sample: Shopping bag",0.05868891
3745.082,"EPDM",0.1029551
3745.082,"Polystyrene",0.06315023
3745.082,"Polyethylene",0.001180341
3745.082,"Sample: Shopping bag",0.05876645
3745.564,"EPDM",0.1037944
3745.564,"Polystyrene",0.0631923
3745.564,"Polyethylene",0.001210254
3745.564,"Sample: Shopping bag",0.0589377
3746.047,"EPDM",0.1047135
3746.047,"Polystyrene",0.06325592
3746.047,"Polyethylene",0.001260795
3746.047,"Sample: Shopping bag",0.05915843
3746.529,"EPDM",0.1054425
3746.529,"Polystyrene",0.06332498
3746.529,"Polyethylene",0.001322092
3746.529,"Sample: Shopping bag",0.05935143
3747.011,"EPDM",0.1058097
3747.011,"Polystyrene",0.06338722
3747.011,"Polyethylene",0.001383903
3747.011,"Sample: Shopping bag",0.05946003
3747.493,"EPDM",0.1057712
3747.493,"Polystyrene",0.06343552
3747.493,"Polyethylene",0.001438813
3747.493,"Sample: Shopping bag",0.05947064
3747.975,"EPDM",0.105397
3747.975,"Polystyrene",0.06347132
3747.975,"Polyethylene",0.001482619
3747.975,"Sample: Shopping bag",0.05941106
3748.457,"EPDM",0.1048194
3748.457,"Polystyrene",0.06349769
3748.457,"Polyethylene",0.001510746
3748.457,"Sample: Shopping bag",0.05931938
3748.939,"EPDM",0.1041851
3748.939,"Polystyrene",0.06351747
3748.939,"Polyethylene",0.001519968
