,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam2:001896105519,AirBeam2:001896105519,AirBeam2:001896105519,AirBeam2:001896105519,AirBeam2:001896105519
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam2-F,AirBeam2-PM1,AirBeam2-PM10,AirBeam2-PM2.5,AirBeam2-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
285,"starting at 401
",2020-07-25T11:02:32.522,43.6540967,-79.6220583,90.0,,,,66.0
286,"starting at 401
",2020-07-25T11:02:32.523,43.6540967,-79.6220583,,5.0,10.0,6.0,
287,"starting at 401
",2020-07-25T11:02:33.270,43.6540967,-79.6220583,90.0,,,,
288,"starting at 401
",2020-07-25T11:02:33.271,43.6540967,-79.6220583,,,,,66.0
289,"starting at 401
",2020-07-25T11:02:33.272,43.6540967,-79.6220583,,5.0,,6.0,
290,"starting at 401
",2020-07-25T11:02:34.520,43.6540967,-79.6220583,,,10.0,,
291,"starting at 401
",2020-07-25T11:02:34.521,43.6540967,-79.6220583,90.0,,,,66.0
292,"starting at 401
",2020-07-25T11:02:34.522,43.6540967,-79.6220583,,4.0,10.0,6.0,
293,"starting at 401
",2020-07-25T11:02:35.271,43.6540967,-79.6220583,90.0,,,,66.0
294,"starting at 401
",2020-07-25T11:02:35.272,43.6540967,-79.6220583,,3.0,,6.0,
295,"starting at 401
",2020-07-25T11:02:35.768,43.6540967,-79.6220583,,,7.0,,
296,"starting at 401
",2020-07-25T11:02:37.020,43.6540967,-79.6220583,90.0,,,,66.0
297,"starting at 401
",2020-07-25T11:02:37.021,43.6540967,-79.6220583,,4.0,,6.0,
298,"starting at 401
",2020-07-25T11:02:37.021,43.6540967,-79.6220583,,,8.0,,
299,"starting at 401
",2020-07-25T11:02:38.271,43.6540832,-79.6221151,90.0,,,,66.0
300,"starting at 401
",2020-07-25T11:02:38.272,43.6540832,-79.6221151,,5.0,,8.0,
301,"starting at 401
",2020-07-25T11:02:38.273,43.6540832,-79.6221151,90.0,,12.0,,66.0
302,"starting at 401
",2020-07-25T11:02:38.518,43.6540832,-79.6221151,,5.0,,8.0,
303,"starting at 401
",2020-07-25T11:02:38.767,43.6540832,-79.6221151,,,12.0,,
304,"starting at 401
",2020-07-25T11:02:40.020,43.6540795,-79.622148,90.0,,,,
305,"starting at 401
",2020-07-25T11:02:40.021,43.6540795,-79.622148,,4.0,,,66.0
306,"starting at 401
",2020-07-25T11:02:40.021,43.6540795,-79.622148,,,11.0,7.0,
307,"starting at 401
",2020-07-25T11:02:41.271,43.6540826,-79.6221837,90.0,,,,66.0
308,"starting at 401
",2020-07-25T11:02:41.272,43.6540826,-79.6221837,,4.0,,7.0,
309,"starting at 401
",2020-07-25T11:02:41.273,43.6540826,-79.6221837,90.0,,12.0,,65.0
310,"starting at 401
",2020-07-25T11:02:41.518,43.6540826,-79.6221837,,4.0,,7.0,
311,"starting at 401
",2020-07-25T11:02:42.521,43.6540843,-79.6221906,,,12.0,,
312,"starting at 401
",2020-07-25T11:02:42.522,43.6540843,-79.6221906,90.0,,,,65.0
313,"starting at 401
",2020-07-25T11:02:42.523,43.6540843,-79.6221906,,4.0,12.0,8.0,
314,"starting at 401
",2020-07-25T11:02:43.271,43.6540853,-79.6221943,90.0,,,,65.0
315,"starting at 401
",2020-07-25T11:02:43.272,43.6540853,-79.6221943,,3.0,,7.0,
316,"starting at 401
",2020-07-25T11:02:43.523,43.6540853,-79.6221943,,,15.0,,
317,"starting at 401
",2020-07-25T11:02:44.270,43.6540853,-79.6221943,90.0,,,,65.0
318,"starting at 401
",2020-07-25T11:02:44.271,43.6540853,-79.6221943,,4.0,,9.0,
319,"starting at 401
",2020-07-25T11:02:44.522,43.6540853,-79.6221943,,,16.0,,
320,"starting at 401
",2020-07-25T11:02:46.020,43.6540863,-79.6221986,90.0,,,,66.0
321,"starting at 401
",2020-07-25T11:02:46.021,43.6540863,-79.6221986,,5.0,,,
322,"starting at 401
",2020-07-25T11:02:46.021,43.6540863,-79.6221986,,,18.0,10.0,
323,"starting at 401
",2020-07-25T11:02:47.271,43.6540865,-79.6221991,90.0,,,,
324,"starting at 401
",2020-07-25T11:02:47.272,43.6540865,-79.6221991,,5.0,,,65.0
325,"starting at 401
",2020-07-25T11:02:47.273,43.6540865,-79.6221991,90.0,,16.0,10.0,65.0
326,"starting at 401
",2020-07-25T11:02:47.518,43.6540865,-79.6221991,,5.0,,9.0,
327,"starting at 401
",2020-07-25T11:02:47.768,43.6540865,-79.6221991,,,13.0,,
328,"starting at 401
",2020-07-25T11:02:48.271,43.6540866,-79.6221994,90.0,,,,65.0
329,"starting at 401
",2020-07-25T11:02:48.272,43.6540866,-79.6221994,,5.0,,10.0,
330,"starting at 401
",2020-07-25T11:02:48.524,43.6540866,-79.6221994,,,16.0,,
331,"starting at 401
",2020-07-25T11:02:49.271,43.6540866,-79.6221994,90.0,,,,65.0
332,"starting at 401
",2020-07-25T11:02:49.272,43.6540866,-79.6221994,,5.0,,10.0,
333,"starting at 401
",2020-07-25T11:02:49.522,43.6540866,-79.6221994,,,15.0,,
334,"starting at 401
",2020-07-25T11:02:50.270,43.6540866,-79.6221997,90.0,,,,65.0
335,"starting at 401
",2020-07-25T11:02:50.271,43.6540866,-79.6221997,,6.0,,10.0,
336,"starting at 401
",2020-07-25T11:02:50.520,43.6540866,-79.6221997,,,15.0,,
337,"starting at 401
",2020-07-25T11:02:51.271,43.6540867,-79.6221998,90.0,,,,65.0
338,"starting at 401
",2020-07-25T11:02:51.272,43.6540867,-79.6221998,,6.0,,10.0,
339,"starting at 401
",2020-07-25T11:02:51.768,43.6540867,-79.6221998,,,15.0,,
340,"starting at 401
",2020-07-25T11:02:53.020,43.6540867,-79.6221999,90.0,,,,65.0
341,"starting at 401
",2020-07-25T11:02:53.021,43.6540867,-79.6221999,,6.0,,,
342,"starting at 401
",2020-07-25T11:02:53.021,43.6540867,-79.6221999,,,16.0,10.0,
343,"starting at 401
",2020-07-25T11:02:53.521,43.6540867,-79.6221999,90.0,,,,
344,"starting at 401
",2020-07-25T11:02:53.522,43.6540867,-79.6221999,,6.0,13.0,10.0,65.0
345,"starting at 401
",2020-07-25T11:02:54.271,43.6540867,-79.6222,90.0,,,,65.0
346,"starting at 401
",2020-07-25T11:02:54.272,43.6540867,-79.6222,,6.0,,10.0,
347,"starting at 401
",2020-07-25T11:02:54.768,43.6540867,-79.6222,,,13.0,,
348,"starting at 401
",2020-07-25T11:02:55.271,43.6540867,-79.6222,90.0,,,,65.0
349,"starting at 401
",2020-07-25T11:02:55.272,43.6540867,-79.6222,,6.0,,10.0,
350,"starting at 401
",2020-07-25T11:02:55.520,43.6540867,-79.6222,,,12.0,,
351,"starting at 401
",2020-07-25T11:02:56.271,43.6540867,-79.6222,90.0,,,,65.0
352,"starting at 401
",2020-07-25T11:02:56.272,43.6540867,-79.6222,,6.0,,10.0,
353,"starting at 401
",2020-07-25T11:02:56.521,43.6540867,-79.6222,,,12.0,,
354,"starting at 401
",2020-07-25T11:02:57.271,43.6540867,-79.6222,90.0,,,,65.0
355,"starting at 401
",2020-07-25T11:02:57.272,43.6540867,-79.6222,,5.0,,9.0,
356,"starting at 401
",2020-07-25T11:02:57.522,43.6540867,-79.6222,,,12.0,,
357,"starting at 401
",2020-07-25T11:02:58.271,43.6540867,-79.6222,90.0,,,,65.0
358,"starting at 401
",2020-07-25T11:02:58.272,43.6540867,-79.6222,,5.0,,9.0,
359,"starting at 401
",2020-07-25T11:02:58.768,43.6540867,-79.6222,,,12.0,,
360,"starting at 401
",2020-07-25T11:02:59.271,43.6540867,-79.6222,90.0,,,,65.0
361,"starting at 401
",2020-07-25T11:02:59.272,43.6540867,-79.6222,,5.0,,9.0,
362,"starting at 401
",2020-07-25T11:02:59.523,43.6540867,-79.6222,,,11.0,,
363,"starting at 401
",2020-07-25T11:03:01.020,43.6540867,-79.6222,90.0,,,,65.0
364,"starting at 401
",2020-07-25T11:03:01.021,43.6540867,-79.6222,,5.0,,,
365,"starting at 401
",2020-07-25T11:03:01.021,43.6540867,-79.6222,,,11.0,9.0,
366,"starting at 401
",2020-07-25T11:03:01.520,43.6540867,-79.6222,90.0,,,,65.0
367,"starting at 401
",2020-07-25T11:03:01.521,43.6540867,-79.6222,,5.0,11.0,9.0,
368,"starting at 401
",2020-07-25T11:03:02.271,43.6540867,-79.6222,90.0,,,,65.0
369,"starting at 401
",2020-07-25T11:03:02.272,43.6540867,-79.6222,,5.0,,7.0,
370,"starting at 401
",2020-07-25T11:03:02.522,43.6540867,-79.6222,,,10.0,,
371,"starting at 401
",2020-07-25T11:03:03.521,43.6540867,-79.6222,90.0,,,,65.0
372,"starting at 401
",2020-07-25T11:03:03.522,43.6540867,-79.6222,,5.0,,7.0,
373,"starting at 401
",2020-07-25T11:03:03.523,43.6540867,-79.6222,,,10.0,,
374,"starting at 401
",2020-07-25T11:03:04.271,43.6540867,-79.6222,90.0,,,,65.0
375,"starting at 401
",2020-07-25T11:03:04.272,43.6540867,-79.6222,,4.0,,6.0,
376,"starting at 401
",2020-07-25T11:03:04.768,43.6540867,-79.6222,,,7.0,,
377,"starting at 401
",2020-07-25T11:03:06.020,43.6541033,-79.6222285,90.0,,,,65.0
378,"starting at 401
",2020-07-25T11:03:06.021,43.6541033,-79.6222285,,4.0,,,
379,"starting at 401
",2020-07-25T11:03:06.021,43.6541033,-79.6222285,,,7.0,6.0,
380,"starting at 401
",2020-07-25T11:03:06.520,43.6541033,-79.6222285,90.0,,,,
381,"starting at 401
",2020-07-25T11:03:06.521,43.6541033,-79.6222285,,4.0,6.0,6.0,65.0
382,"starting at 401
",2020-07-25T11:03:07.271,43.6541146,-79.6222487,90.0,,,,65.0
383,"starting at 401
",2020-07-25T11:03:07.272,43.6541146,-79.6222487,,3.0,,6.0,
384,"starting at 401
",2020-07-25T11:03:07.767,43.6541146,-79.6222487,,,6.0,,
385,"starting at 401
",2020-07-25T11:03:08.271,43.6541231,-79.6222635,90.0,,,,65.0
386,"starting at 401
",2020-07-25T11:03:08.272,43.6541231,-79.6222635,,3.0,,,
387,"starting at 401
",2020-07-25T11:03:08.273,43.6541231,-79.6222635,,,,6.0,
388,"starting at 401
",2020-07-25T11:03:08.766,43.6541231,-79.6222635,,,6.0,,
389,"starting at 401
",2020-07-25T11:03:09.270,43.6541231,-79.6222635,90.0,,,,
390,"starting at 401
",2020-07-25T11:03:09.271,43.6541231,-79.6222635,,,,,65.0
391,"starting at 401
",2020-07-25T11:03:09.272,43.6541231,-79.6222635,,3.0,,5.0,
392,"starting at 401
",2020-07-25T11:03:09.523,43.6541231,-79.6222635,,,5.0,,
393,"starting at 401
",2020-07-25T11:03:10.271,43.6541344,-79.6222826,91.0,,,,65.0
394,"starting at 401
",2020-07-25T11:03:10.272,43.6541344,-79.6222826,,3.0,,5.0,
395,"starting at 401
",2020-07-25T11:03:10.523,43.6541344,-79.6222826,,,5.0,,
396,"starting at 401
",2020-07-25T11:03:11.271,43.6541381,-79.6222888,90.0,,,,65.0
397,"starting at 401
",2020-07-25T11:03:11.272,43.6541381,-79.6222888,,3.0,,5.0,
398,"starting at 401
",2020-07-25T11:03:11.525,43.6541381,-79.6222888,,,5.0,,
399,"starting at 401
",2020-07-25T11:03:12.270,43.6541406,-79.6222931,90.0,,,,65.0
400,"starting at 401
",2020-07-25T11:03:12.271,43.6541406,-79.6222931,,3.0,,5.0,
401,"starting at 401
",2020-07-25T11:03:12.522,43.6541406,-79.6222931,,,5.0,,
402,"starting at 401
",2020-07-25T11:03:13.270,43.6541424,-79.6222961,90.0,,,,65.0
403,"starting at 401
",2020-07-25T11:03:13.271,43.6541424,-79.6222961,,3.0,,6.0,
404,"starting at 401
",2020-07-25T11:03:13.768,43.6541424,-79.6222961,,,6.0,,
405,"starting at 401
",2020-07-25T11:03:14.270,43.6541424,-79.6222961,90.0,,,,65.0
406,"starting at 401
",2020-07-25T11:03:14.271,43.6541424,-79.6222961,,3.0,,6.0,
407,"starting at 401
",2020-07-25T11:03:14.523,43.6541424,-79.6222961,,,6.0,,
408,"starting at 401
",2020-07-25T11:03:15.270,43.6541452,-79.6223008,90.0,,,,65.0
409,"starting at 401
",2020-07-25T11:03:15.271,43.6541452,-79.6223008,,4.0,,6.0,
410,"starting at 401
",2020-07-25T11:03:15.522,43.6541452,-79.6223008,,,6.0,,
411,"starting at 401
",2020-07-25T11:03:16.271,43.6541452,-79.6223008,90.0,,,,65.0
412,"starting at 401
",2020-07-25T11:03:16.272,43.6541452,-79.6223008,,4.0,,,
413,"starting at 401
",2020-07-25T11:03:16.273,43.6541452,-79.6223008,,,,6.0,
414,"starting at 401
",2020-07-25T11:03:16.768,43.6541452,-79.6223008,,,7.0,,
415,"starting at 401
",2020-07-25T11:03:17.270,43.654146,-79.6223022,90.0,,,,65.0
416,"starting at 401
",2020-07-25T11:03:17.271,43.654146,-79.6223022,,4.0,,,
417,"starting at 401
",2020-07-25T11:03:17.272,43.654146,-79.6223022,,,,6.0,
418,"starting at 401
",2020-07-25T11:03:17.523,43.654146,-79.6223022,,,7.0,,
419,"starting at 401
",2020-07-25T11:03:18.271,43.6541463,-79.6223026,90.0,,,,65.0
420,"starting at 401
",2020-07-25T11:03:18.272,43.6541463,-79.6223026,,4.0,,,
421,"starting at 401
",2020-07-25T11:03:18.273,43.6541463,-79.6223026,,,,6.0,
422,"starting at 401
",2020-07-25T11:03:18.522,43.6541463,-79.6223026,,,7.0,,
423,"starting at 401
",2020-07-25T11:03:19.271,43.6541465,-79.6223029,90.0,,,,65.0
424,"starting at 401
",2020-07-25T11:03:19.272,43.6541465,-79.6223029,,4.0,,6.0,
425,"starting at 401
",2020-07-25T11:03:19.524,43.6541465,-79.6223029,,,7.0,,
426,"starting at 401
",2020-07-25T11:03:20.271,43.6541465,-79.6223029,91.0,,,,65.0
427,"starting at 401
",2020-07-25T11:03:20.272,43.6541465,-79.6223029,,4.0,,,
428,"starting at 401
",2020-07-25T11:03:20.273,43.6541465,-79.6223029,,,,6.0,
429,"starting at 401
",2020-07-25T11:03:20.522,43.6541465,-79.6223029,,,8.0,,
430,"starting at 401
",2020-07-25T11:03:21.270,43.6541764,-79.622339,90.0,,,,65.0
431,"starting at 401
",2020-07-25T11:03:21.271,43.6541764,-79.622339,,4.0,,,
432,"starting at 401
",2020-07-25T11:03:21.272,43.6541764,-79.622339,,,,6.0,
433,"starting at 401
",2020-07-25T11:03:21.520,43.6541764,-79.622339,,,8.0,,
434,"starting at 401
",2020-07-25T11:03:22.270,43.6541954,-79.622367,90.0,,,,65.0
435,"starting at 401
",2020-07-25T11:03:22.271,43.6541954,-79.622367,,5.0,,7.0,
436,"starting at 401
",2020-07-25T11:03:22.525,43.6541954,-79.622367,,,9.0,,
437,"starting at 401
",2020-07-25T11:03:23.271,43.6542102,-79.6223926,91.0,,,,65.0
438,"starting at 401
",2020-07-25T11:03:23.272,43.6542102,-79.6223926,,6.0,,8.0,
439,"starting at 401
",2020-07-25T11:03:23.524,43.6542102,-79.6223926,,,9.0,,
440,"starting at 401
",2020-07-25T11:03:24.270,43.6542215,-79.6224148,90.0,,,,65.0
441,"starting at 401
",2020-07-25T11:03:24.271,43.6542215,-79.6224148,,6.0,,8.0,
442,"starting at 401
",2020-07-25T11:03:24.522,43.6542215,-79.6224148,,,9.0,,
443,"starting at 401
",2020-07-25T11:03:25.271,43.6542215,-79.6224148,90.0,,,,65.0
444,"starting at 401
",2020-07-25T11:03:25.272,43.6542215,-79.6224148,,6.0,,8.0,
445,"starting at 401
",2020-07-25T11:03:25.768,43.6542215,-79.6224148,,,10.0,,
446,"starting at 401
",2020-07-25T11:03:26.272,43.654239,-79.6224568,90.0,,,,65.0
447,"starting at 401
",2020-07-25T11:03:26.273,43.654239,-79.6224568,,6.0,,8.0,
448,"starting at 401
",2020-07-25T11:03:26.524,43.654239,-79.6224568,,,10.0,,
449,"starting at 401
",2020-07-25T11:03:28.020,43.6542436,-79.6224693,91.0,,,,65.0
450,"starting at 401
",2020-07-25T11:03:28.021,43.6542436,-79.6224693,,6.0,,,
451,"starting at 401
",2020-07-25T11:03:28.021,43.6542436,-79.6224693,,,10.0,8.0,
452,"starting at 401
",2020-07-25T11:03:28.521,43.6542436,-79.6224693,91.0,,,,65.0
453,"starting at 401
",2020-07-25T11:03:28.522,43.6542436,-79.6224693,,6.0,10.0,8.0,
454,"starting at 401
",2020-07-25T11:03:29.270,43.6542505,-79.6224842,91.0,,,,65.0
455,"starting at 401
",2020-07-25T11:03:29.271,43.6542505,-79.6224842,,6.0,,9.0,
456,"starting at 401
",2020-07-25T11:03:29.522,43.6542505,-79.6224842,,,10.0,,
457,"starting at 401
",2020-07-25T11:03:30.271,43.6542505,-79.6224842,90.0,,,,65.0
458,"starting at 401
",2020-07-25T11:03:30.272,43.6542505,-79.6224842,,6.0,,,
459,"starting at 401
",2020-07-25T11:03:30.273,43.6542505,-79.6224842,,,,9.0,
460,"starting at 401
",2020-07-25T11:03:30.522,43.6542505,-79.6224842,,,10.0,,
461,"starting at 401
",2020-07-25T11:03:31.521,43.6542538,-79.6224908,91.0,,,,
462,"starting at 401
",2020-07-25T11:03:31.522,43.6542538,-79.6224908,,6.0,,,65.0
463,"starting at 401
",2020-07-25T11:03:31.523,43.6542538,-79.6224908,,,10.0,9.0,
464,"starting at 401
",2020-07-25T11:03:32.271,43.6542538,-79.6224908,91.0,,,,65.0
465,"starting at 401
",2020-07-25T11:03:32.272,43.6542538,-79.6224908,,6.0,,8.0,
466,"starting at 401
",2020-07-25T11:03:32.768,43.6542538,-79.6224908,,,10.0,,
467,"starting at 401
",2020-07-25T11:03:33.271,43.6542552,-79.6224937,90.0,,,,65.0
468,"starting at 401
",2020-07-25T11:03:33.272,43.6542552,-79.6224937,,6.0,,8.0,
469,"starting at 401
",2020-07-25T11:03:33.525,43.6542552,-79.6224937,,,10.0,,
470,"starting at 401
",2020-07-25T11:03:34.271,43.6542552,-79.6224937,90.0,,,,65.0
471,"starting at 401
",2020-07-25T11:03:34.272,43.6542552,-79.6224937,,6.0,,,
472,"starting at 401
",2020-07-25T11:03:34.273,43.6542552,-79.6224937,,,,8.0,
473,"starting at 401
",2020-07-25T11:03:34.524,43.6542552,-79.6224937,,,9.0,,
474,"starting at 401
",2020-07-25T11:03:35.271,43.6542559,-79.6224952,91.0,,,,65.0
475,"starting at 401
",2020-07-25T11:03:35.272,43.6542559,-79.6224952,,6.0,,8.0,
476,"starting at 401
",2020-07-25T11:03:35.522,43.6542559,-79.6224952,,,9.0,,
477,"starting at 401
",2020-07-25T11:03:36.271,43.6542561,-79.6224956,91.0,,,,65.0
478,"starting at 401
",2020-07-25T11:03:36.272,43.6542561,-79.6224956,,6.0,,8.0,
479,"starting at 401
",2020-07-25T11:03:36.521,43.6542561,-79.6224956,,,10.0,,
480,"starting at 401
",2020-07-25T11:03:37.271,43.6542563,-79.6224959,91.0,,,,65.0
481,"starting at 401
",2020-07-25T11:03:37.272,43.6542563,-79.6224959,,6.0,,8.0,
482,"starting at 401
",2020-07-25T11:03:37.523,43.6542563,-79.6224959,,,9.0,,
483,"starting at 401
",2020-07-25T11:03:38.270,43.6542563,-79.6224959,91.0,,,,65.0
484,"starting at 401
",2020-07-25T11:03:38.271,43.6542563,-79.6224959,,6.0,,,
485,"starting at 401
",2020-07-25T11:03:38.272,43.6542563,-79.6224959,,,,8.0,
486,"starting at 401
",2020-07-25T11:03:38.520,43.6542563,-79.6224959,,,9.0,,
487,"starting at 401
",2020-07-25T11:03:39.271,43.6542565,-79.6224963,91.0,,,,65.0
488,"starting at 401
",2020-07-25T11:03:39.272,43.6542565,-79.6224963,,5.0,,7.0,
489,"starting at 401
",2020-07-25T11:03:39.768,43.6542565,-79.6224963,,,8.0,,
490,"starting at 401
",2020-07-25T11:03:40.271,43.6542565,-79.6224963,90.0,,,,65.0
491,"starting at 401
",2020-07-25T11:03:40.272,43.6542565,-79.6224963,,5.0,,7.0,
492,"starting at 401
",2020-07-25T11:03:40.520,43.6542565,-79.6224963,,,8.0,,
493,"starting at 401
",2020-07-25T11:03:41.271,43.6542566,-79.6224965,91.0,,,,65.0
494,"starting at 401
",2020-07-25T11:03:41.272,43.6542566,-79.6224965,,5.0,,,
495,"starting at 401
",2020-07-25T11:03:41.273,43.6542566,-79.6224965,,,,6.0,
496,"starting at 401
",2020-07-25T11:03:41.524,43.6542566,-79.6224965,,,7.0,,
497,"starting at 401
",2020-07-25T11:03:42.271,43.6542566,-79.6224965,90.0,,,,65.0
498,"starting at 401
",2020-07-25T11:03:42.272,43.6542566,-79.6224965,,6.0,,7.0,
499,"starting at 401
",2020-07-25T11:03:42.522,43.6542566,-79.6224965,,,8.0,,
500,"starting at 401
",2020-07-25T11:03:44.020,43.6542566,-79.6224966,90.0,,,,
501,"starting at 401
",2020-07-25T11:03:44.021,43.6542566,-79.6224966,,6.0,,,65.0
502,"starting at 401
",2020-07-25T11:03:44.021,43.6542566,-79.6224966,,,8.0,7.0,
503,"starting at 401
",2020-07-25T11:03:45.271,43.6542567,-79.6224966,90.0,,,,65.0
504,"starting at 401
",2020-07-25T11:03:45.272,43.6542567,-79.6224966,,6.0,9.0,8.0,
505,"starting at 401
",2020-07-25T11:03:45.273,43.6542567,-79.6224966,91.0,,,,65.0
506,"starting at 401
",2020-07-25T11:03:45.518,43.6542567,-79.6224966,,6.0,,8.0,
507,"starting at 401
",2020-07-25T11:03:45.768,43.6542567,-79.6224966,,,9.0,,
508,"starting at 401
",2020-07-25T11:03:46.270,43.6542567,-79.6224966,91.0,,,,65.0
509,"starting at 401
",2020-07-25T11:03:46.271,43.6542567,-79.6224966,,6.0,,7.0,
510,"starting at 401
",2020-07-25T11:03:46.522,43.6542567,-79.6224966,,,8.0,,
511,"starting at 401
",2020-07-25T11:03:47.270,43.6542567,-79.6224967,90.0,,,,65.0
512,"starting at 401
",2020-07-25T11:03:47.271,43.6542567,-79.6224967,,6.0,,7.0,
513,"starting at 401
",2020-07-25T11:03:47.523,43.6542567,-79.6224967,,,8.0,,
514,"starting at 401
",2020-07-25T11:03:48.520,43.6542567,-79.6224967,91.0,,,,
515,"starting at 401
",2020-07-25T11:03:48.521,43.6542567,-79.6224967,,5.0,,,65.0
516,"starting at 401
",2020-07-25T11:03:48.522,43.6542567,-79.6224967,,,8.0,7.0,
517,"starting at 401
",2020-07-25T11:03:50.022,43.654227,-79.622499,90.0,,,,64.0
518,"starting at 401
",2020-07-25T11:03:50.024,43.654227,-79.622499,,5.0,,,
519,"starting at 401
",2020-07-25T11:03:50.025,43.654227,-79.622499,,,8.0,7.0,
520,"starting at 401
",2020-07-25T11:03:50.520,43.654227,-79.622499,90.0,,,,
521,"starting at 401
",2020-07-25T11:03:50.521,43.654227,-79.622499,,4.0,7.0,6.0,65.0
522,"starting at 401
",2020-07-25T11:03:51.270,43.6542494,-79.6224632,91.0,,,,65.0
523,"starting at 401
",2020-07-25T11:03:51.271,43.6542494,-79.6224632,,5.0,,7.0,
524,"starting at 401
",2020-07-25T11:03:51.768,43.6542494,-79.6224632,,,8.0,,
525,"starting at 401
",2020-07-25T11:03:52.270,43.6542494,-79.6224632,91.0,,,,
526,"starting at 401
",2020-07-25T11:03:52.271,43.6542494,-79.6224632,,5.0,,,65.0
527,"starting at 401
",2020-07-25T11:03:52.272,43.6542494,-79.6224632,,,,7.0,
528,"starting at 401
",2020-07-25T11:03:52.523,43.6542494,-79.6224632,,,8.0,,
529,"starting at 401
",2020-07-25T11:03:53.520,43.6542736,-79.6224475,90.0,,,,
530,"starting at 401
",2020-07-25T11:03:53.521,43.6542736,-79.6224475,,5.0,,,64.0
531,"starting at 401
",2020-07-25T11:03:53.522,43.6542736,-79.6224475,,,8.0,7.0,
532,"starting at 401
",2020-07-25T11:03:54.271,43.6542749,-79.6224364,90.0,,,,64.0
533,"starting at 401
",2020-07-25T11:03:54.272,43.6542749,-79.6224364,,5.0,,7.0,
534,"starting at 401
",2020-07-25T11:03:54.768,43.6542749,-79.6224364,,,8.0,,
535,"starting at 401
",2020-07-25T11:03:55.271,43.6542719,-79.6224199,91.0,,,,64.0
536,"starting at 401
",2020-07-25T11:03:55.272,43.6542719,-79.6224199,,6.0,,8.0,
537,"starting at 401
",2020-07-25T11:03:55.768,43.6542719,-79.6224199,,,9.0,,
538,"starting at 401
",2020-07-25T11:03:56.271,43.6542719,-79.6224199,90.0,,,,64.0
539,"starting at 401
",2020-07-25T11:03:56.272,43.6542719,-79.6224199,,6.0,,8.0,
540,"starting at 401
",2020-07-25T11:03:56.767,43.6542719,-79.6224199,,,9.0,,
541,"starting at 401
",2020-07-25T11:03:58.020,43.6542464,-79.6223713,90.0,,,,64.0
542,"starting at 401
",2020-07-25T11:03:58.021,43.6542464,-79.6223713,,6.0,,,
543,"starting at 401
",2020-07-25T11:03:58.021,43.6542464,-79.6223713,,,9.0,8.0,
544,"starting at 401
",2020-07-25T11:03:58.520,43.6542464,-79.6223713,90.0,,,,64.0
545,"starting at 401
",2020-07-25T11:03:58.521,43.6542464,-79.6223713,,6.0,11.0,9.0,
546,"starting at 401
",2020-07-25T11:03:59.270,43.6542047,-79.6223043,90.0,,,,
547,"starting at 401
",2020-07-25T11:03:59.271,43.6542047,-79.6223043,,6.0,,,64.0
548,"starting at 401
",2020-07-25T11:03:59.272,43.6542047,-79.6223043,,,,9.0,
549,"starting at 401
",2020-07-25T11:03:59.522,43.6542047,-79.6223043,,,11.0,,
550,"starting at 401
",2020-07-25T11:04:00.271,43.6541904,-79.6222765,91.0,,,,
551,"starting at 401
",2020-07-25T11:04:00.272,43.6541904,-79.6222765,,7.0,,,64.0
552,"starting at 401
",2020-07-25T11:04:00.273,43.6541904,-79.6222765,,,,9.0,
